,Awards,Awards_Nominated,Awards_Won,BAFTA Film Award Awards_Nominated,Golden Globe Awards_Nominated,Golden Globe Awards_Won,Oscar Awards_Nominated,Oscar Awards_Won,Primetime Emmy Awards_Nominated,Primetime Emmy Awards_Won,Title,Year
5213,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Romeo Killer: The Chris Porco Story,2013
5216,1 nomination.,1,0,0,0,0,0,0,0,0,Between Jupiter and Mars,2013–
5217,2 nominations.,2,0,0,0,0,0,0,0,0,Salma,2013
5218,1 nomination.,1,0,0,0,0,0,0,0,0,Fire-Followers,2013
5221,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,After School Massacre,2014
5223,1 win & 6 nominations.,6,1,0,0,0,0,0,0,0,Holiday,2014
5226,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,The Second Meeting,2013
5232,1 nomination.,1,0,0,0,0,0,0,0,0,In God We Trust,2013
5239,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Africa,2013
5240,1 win.,0,1,0,0,0,0,0,0,0,Studio illegale,2013
5243,Nominated for 2 Golden Globes. Another 10 wins & 46 nominations.,46,10,0,2,0,0,0,0,0,Silicon Valley,2014–
5245,8 nominations.,8,0,0,0,0,0,0,0,0,Broad City,2014–
5249,13 wins & 8 nominations.,8,3,0,0,0,0,0,0,0,Julia,2014
5254,1 nomination.,1,0,0,0,0,0,0,0,0,The Return,2013–
5258,1 nomination.,1,0,0,0,0,0,0,0,0,Viral,2013
5259,1 win.,0,1,0,0,0,0,0,0,0,Venezia salva,2013
5261,1 nomination.,1,0,0,0,0,0,0,0,0,At the Devil's Door,2014
5262,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,The Necklace,2014
5263,4 wins & 5 nominations.,5,4,0,0,0,0,0,0,0,Great,2013
5267,2 wins & 15 nominations.,15,2,0,0,0,0,0,0,0,Real Husbands of Hollywood,2013–
5269,1 win & 6 nominations.,6,1,0,0,0,0,0,0,0,A Madea Christmas,2013
5274,1 win.,0,1,0,0,0,0,0,0,0,Brimstone Terrace,2013–
5276,5 wins & 2 nominations.,2,5,0,0,0,0,0,0,0,Die Tapferen Haende im Chaos der Zeit,2013
5288,10 wins & 2 nominations.,2,0,0,0,0,0,0,0,0,When the Ocean Met the Sky,2014
5294,1 win & 4 nominations.,4,1,0,0,0,0,0,0,0,60 Minutes Sports,2013–
5312,2 nominations.,2,0,0,0,0,0,0,0,0,Amnesia,2014
5315,2 nominations.,2,0,0,0,0,0,0,0,0,The Ultimate Guide to the Presidents,2013
5316,1 nomination.,1,0,0,0,0,0,0,0,0,Ghost in the Shell Arise: Border 1 - Ghost Pain,2013
5319,2 nominations.,2,0,0,0,0,0,0,0,0,A Little Chaos,2014
5336,3 nominations.,3,0,0,0,0,0,0,0,0,Im Alleingang - Elemente des Zweifels,2013
5340,1 nomination.,1,0,0,0,0,0,0,0,0,Brody Stevens: Enjoy It!,2013–
5342,Nominated for 1 Primetime Emmy. Another 30 nominations.,0,0,0,0,0,0,0,0,0,Sleepy Hollow,2013–
5344,1 nomination.,1,0,0,0,0,0,0,0,0,Alien Mysteries,2013
5346,1 win.,0,1,0,0,0,0,0,0,0,What Remains,2013
5348,4 wins & 6 nominations.,6,4,0,0,0,0,0,0,0,In the Name of,2013
5351,2 nominations.,2,0,0,0,0,0,0,0,0,A Tale of Samurai Cooking: A True Love Story,2013
5352,Nominated for 1 Primetime Emmy. Another 2 wins & 4 nominations.,4,2,0,0,0,0,0,1,0,Almost Human,2013–2014
5355,1 nomination.,1,0,0,0,0,0,0,0,0,Charlie Brooker's Weekly Wipe,2013–
5357,7 nominations.,7,0,0,0,0,0,0,0,0,Commando,2013
5360,4 nominations.,4,0,0,0,0,0,0,0,0,Alive,2013
5369,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Invisible,2013
5378,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,About a Boy,2014–2015
5380,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,Harlock: Space Pirate,2013
5383,18 wins & 5 nominations.,5,8,0,0,0,0,0,0,0,Time Lapse,2014
5384,1 win & 5 nominations.,5,1,0,0,0,0,0,0,0,Jan Dara: The Finale,2013
5388,1 nomination.,1,0,0,0,0,0,0,0,0,Big Shot,2013
5392,6 wins & 13 nominations.,13,6,0,0,0,0,0,0,0,Last Call,2013
5401,1 win & 8 nominations.,8,1,0,0,0,0,0,0,0,Summer,2014
5412,4 wins.,0,4,0,0,0,0,0,0,0,This Way Out,2013
5413,1 win.,0,1,0,0,0,0,0,0,0,Above and Beyond,2014
5414,1 win.,0,1,0,0,0,0,0,0,0,Adam,2013
5417,1 nomination.,1,0,0,0,0,0,0,0,0,Atlantis,2013–2015
5420,Nominated for 4 Primetime Emmys. Another 12 nominations.,0,0,0,0,0,0,0,0,0,Bonnie & Clyde,2013
5422,2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,The Morning After,2013
5430,4 wins & 2 nominations.,2,4,0,0,0,0,0,0,0,The Tunnel,2013–
5432,Won 1 Primetime Emmy. Another 1 win & 4 nominations.,4,1,0,0,0,0,0,0,1,Drunk History,2013–
5439,1 nomination.,1,0,0,0,0,0,0,0,0,A Mãe do Senhor Ministro,2013–
5444,20 wins & 32 nominations.,32,0,0,0,0,0,0,0,0,On the Job,2013
5445,1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,Circus Halligalli,2013–
5456,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Sharknado,2013
5472,9 nominations.,9,0,0,0,0,0,0,0,0,Chiquititas,2013–2015
5480,Nominated for 1 Oscar. Another 38 wins & 74 nominations.,74,38,0,0,0,1,0,0,0,Two Days; One Night,2014
5481,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,All My Children,2013–
5486,1 win & 11 nominations.,11,1,0,0,0,0,0,0,0,Assassin's Creed IV: Black Flag,2013
5500,1 nomination.,1,0,0,0,0,0,0,0,0,Friends with Better Lives,2014
5504,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Istanbul Unveiled,2013
5508,1 win.,0,1,0,0,0,0,0,0,0,Bullit: The Documentary,2013–
5515,1 nomination.,1,0,0,0,0,0,0,0,0,Betrayal,2013–2014
5525,1 nomination.,1,0,0,0,0,0,0,0,0,Eclipse em Portugal,2014
5530,2 nominations.,2,0,0,0,0,0,0,0,0,Inja Iran,2014
5534,2 nominations.,2,0,0,0,0,0,0,0,0,Vegas,2014
5540,19 wins & 10 nominations.,10,9,0,0,0,0,0,0,0,Truth or Dare,2013
5545,15 wins & 27 nominations.,27,5,0,0,0,0,0,0,0,Phoenix,2014
5551,1 win.,0,1,0,0,0,0,0,0,0,Dessert Contest,2013
5552,2 nominations.,2,0,0,0,0,0,0,0,0,The Wild,2013
5554,3 nominations.,3,0,0,0,0,0,0,0,0,Bad Judge,2014–2015
5559,6 nominations.,6,0,0,0,0,0,0,0,0,Veronica Mars,2014
5567,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Skin,2013
5577,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Big Brother Canada,2013–
5600,1 nomination.,1,0,0,0,0,0,0,0,0,Goal of the Dead,2014
5606,1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,The Interview,2014
5613,1 nomination.,1,0,0,0,0,0,0,0,0,24: India,2013–
5614,1 nomination.,1,0,0,0,0,0,0,0,0,An Bronntanas,2014–
5618,6 wins & 15 nominations.,15,6,0,0,0,0,0,0,0,Starry Eyes,2014
5630,3 wins & 5 nominations.,5,3,0,0,0,0,0,0,0,Checkmate; Keep Your Enemies Closer,2013
5631,1 nomination.,1,0,0,0,0,0,0,0,0,Wilt Chamberlain: Borscht Belt Bellhop,2013
5637,1 nomination.,1,0,0,0,0,0,0,0,0,Bomba,2013
5641,6 wins & 19 nominations.,19,6,0,0,0,0,0,0,0,Kingsman: The Secret Service,2014
5644,1 win & 4 nominations.,4,1,0,0,0,0,0,0,0,Chicago P.D.,2014–
5662,1 nomination.,1,0,0,0,0,0,0,0,0,As Canalhas,2013–
5671,1 nomination.,1,0,0,0,0,0,0,0,0,Flower,2013
5676,5 wins & 4 nominations.,4,5,0,0,0,0,0,0,0,The Best Laid Plans,2014
5677,5 wins & 6 nominations.,6,5,0,0,0,0,0,0,0,Bem-Vindos a Beirais,2013–
5681,1 win.,0,1,0,0,0,0,0,0,0,Cosplay Piano,2013–
5682,1 win & 4 nominations.,4,1,0,0,0,0,0,0,0,Bastards,2013
5683,1 nomination.,1,0,0,0,0,0,0,0,0,The Rise and Rise of Bitcoin,2014
5684,1 win.,0,1,0,0,0,0,0,0,0,Anna Karenina,2013
5693,4 wins & 6 nominations.,6,4,0,0,0,0,0,0,0,Power Games: The Packer-Murdoch Story,2013
5727,Won 5 Primetime Emmys. Another 7 wins & 23 nominations.,23,7,0,0,0,0,0,0,5,Anthony Bourdain: Parts Unknown,2013–
5732,1 nomination.,1,0,0,0,0,0,0,0,0,Role Play,2013
5734,1 nomination.,1,0,0,0,0,0,0,0,0,The Final Straw,2013
5744,2 wins & 6 nominations.,6,2,0,0,0,0,0,0,0,Battlefield 4,2013
5748,6 wins & 12 nominations.,12,6,0,0,0,0,0,0,0,Job Interview,2013
5755,3 wins & 2 nominations.,2,3,0,0,0,0,0,0,0,Brother,2013
5762,1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,Cool Kids Don't Cry,2014
5776,1 nomination.,1,0,0,0,0,0,0,0,0,Cedar Cove,2013–2015
5787,1 win.,0,1,0,0,0,0,0,0,0,Aliens: The Definitive Guide,2013
5804,2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,Behind the Mask,2013–
5809,12 wins & 10 nominations.,10,2,0,0,0,0,0,0,0,Patrick's Day,2014
5817,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,Casting,2013
5820,1 win.,0,1,0,0,0,0,0,0,0,Sacrifice,2013
5821,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Safe,2013
5822,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Waiting for the Thaw,2013
5823,1 nomination.,1,0,0,0,0,0,0,0,0,Exile,2013
5824,5 wins & 15 nominations.,15,5,0,0,0,0,0,0,0,Dead End,2013
5835,2 nominations.,2,0,0,0,0,0,0,0,0,By Any Means,2013–
5839,2 nominations.,2,0,0,0,0,0,0,0,0,3 Teresas,2013–
5844,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,My Old Lady,2014
5845,4 wins & 7 nominations.,7,4,0,0,0,0,0,0,0,The Last Black Sea Pirates,2013
5851,1 win.,0,1,0,0,0,0,0,0,0,Bigg Boss Kannada,2013–
5868,2 nominations.,2,0,0,0,0,0,0,0,0,The Dead 2: India,2013
5883,Won 1 Oscar. Another 2 wins & 1 nomination.,1,2,0,0,0,0,1,0,0,The Lady in Number 6: Music Saved My Life,2013
5900,1 nomination.,1,0,0,0,0,0,0,0,0,Cutthroat Kitchen,2013–
5902,4 wins & 14 nominations.,14,4,0,0,0,0,0,0,0,Star Wars Rebels,2014–
5907,1 nomination.,1,0,0,0,0,0,0,0,0,Kings,2013
5917,20 wins & 19 nominations.,19,0,0,0,0,0,0,0,0,Amor à Vida,2013–
5922,1 nomination.,1,0,0,0,0,0,0,0,0,Full Moon,2013
5929,6 wins & 2 nominations.,2,6,0,0,0,0,0,0,0,More Scenes from a Gay Marriage,2014
5930,1 win.,0,1,0,0,0,0,0,0,0,La clé de la chambre à lessive,2013
5931,1 nomination.,1,0,0,0,0,0,0,0,0,Ich hab noch Auferstehung,2013
5937,1 win.,0,1,0,0,0,0,0,0,0,Buenos Aires,2013
5949,1 nomination.,1,0,0,0,0,0,0,0,0,The Detectives,2013
5951,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,App,2014
5954,2 wins.,0,2,0,0,0,0,0,0,0,A Menina Sem Qualidades,2013–
5965,1 win & 4 nominations.,4,1,0,0,0,0,0,0,0,Throwback,2014
5968,2 wins & 3 nominations.,3,2,0,0,0,0,0,0,0,Call of Duty: Ghosts,2013
5970,2 wins.,0,2,0,0,0,0,0,0,0,Up the Women,2013
5971,3 wins & 12 nominations.,12,3,0,0,0,0,0,0,0,Kung Fu Killer,2014
5985,8 nominations.,8,0,0,0,0,0,0,0,0,Sweets,2013
5993,5 nominations.,5,0,0,0,0,0,0,0,0,Badehotellet,2013–
5995,1 nomination.,1,0,0,0,0,0,0,0,0,Boundless,2013–
5997,5 nominations.,5,0,0,0,0,0,0,0,0,Lightning Returns: Final Fantasy XIII,2013
6004,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Remember Me,2013
6006,1 nomination.,1,0,0,0,0,0,0,0,0,The Hunters,2013
6007,1 win & 5 nominations.,5,1,0,0,0,0,0,0,0,Grayson: Earth One,2013–
6008,1 win.,0,1,0,0,0,0,0,0,0,Grace,2014
6020,1 nomination.,1,0,0,0,0,0,0,0,0,BBQ Crawl,2013–
6021,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Jon and Jen Are Married,2013–
6036,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Super Smash Bros. for Wii U,2014
6040,1 win & 4 nominations.,4,1,0,0,0,0,0,0,0,The Purge: Anarchy,2014
6046,2 nominations.,2,0,0,0,0,0,0,0,0,Dolphin Tale 2,2014
6050,6 nominations.,6,0,0,0,0,0,0,0,0,Planes: Fire & Rescue,2014
6075,2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,180 Days: A Year Inside an American High School,2013
6080,1 nomination.,1,0,0,0,0,0,0,0,0,Growing,2014
6090,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,Cowboys,2013
6127,2 wins & 5 nominations.,5,2,0,0,0,0,0,0,0,Simple Agi Ondh Love Story,2013
6137,2 wins & 5 nominations.,5,2,0,0,0,0,0,0,0,Mike Tyson: Undisputed Truth,2013
6138,2 wins & 3 nominations.,3,2,0,0,0,0,0,0,0,Shame,2013
6144,1 win & 12 nominations.,12,1,0,0,0,0,0,0,0,Revival,2013
6148,1 win & 5 nominations.,5,1,0,0,0,0,0,0,0,Alpha House,2013–
6150,1 nomination.,1,0,0,0,0,0,0,0,0,Big Freedia: Queen of Bounce,2013–
6151,3 wins & 17 nominations.,17,3,0,0,0,0,0,0,0,Annedroids,2013–
6163,1 nomination.,1,0,0,0,0,0,0,0,0,Mon meilleur ami,2013
6169,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Happy Ending,2014
6175,1 nomination.,1,0,0,0,0,0,0,0,0,Coastal Forecast,2013
6179,1 nomination.,1,0,0,0,0,0,0,0,0,Crime: The Animated Series,2013
6181,5 nominations.,5,0,0,0,0,0,0,0,0,Faults,2014
6201,1 nomination.,1,0,0,0,0,0,0,0,0,Swing,2014
6209,Won 2 Primetime Emmys. Another 3 wins & 5 nominations.,5,3,0,0,0,0,0,0,2,Hollywood Game Night,2013–
6220,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Assumption of Risk,2014
6222,2 nominations.,2,0,0,0,0,0,0,0,0,Count Arthur Strong,2013–
6231,Won 1 Primetime Emmy. Another 1 nomination.,0,0,0,0,0,0,0,0,0,AFI Life Achievement Award: A Tribute to Mel Brooks,2013
6234,1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,Belmonte,2013–
6235,6 wins & 4 nominations.,4,6,0,0,0,0,0,0,0,Pride,2013
6240,2 wins.,0,2,0,0,0,0,0,0,0,A Crime to Remember,2013–
6241,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,Need for Speed: Rivals,2013
6249,1 win.,0,1,0,0,0,0,0,0,0,Blow Up,2013
6254,8 wins & 2 nominations.,2,8,0,0,0,0,0,0,0,Of Mind and Music,2014
6265,1 nomination.,1,0,0,0,0,0,0,0,0,Clarence,2014–
6268,1 nomination.,1,0,0,0,0,0,0,0,0,Broken Quest,2013–
6271,1 nomination.,1,0,0,0,0,0,0,0,0,Boys,2013
6280,1 win.,0,1,0,0,0,0,0,0,0,Anke hat Zeit,2013–
6298,1 nomination.,1,0,0,0,0,0,0,0,0,Late Season,2014
6306,3 wins & 8 nominations.,8,3,0,0,0,0,0,0,0,Anzac Girls,2014
6334,1 win.,0,1,0,0,0,0,0,0,0,Snowflake; the White Gorilla: Giving the Characters a Voice,2013
6337,4 wins & 11 nominations.,11,4,0,0,0,0,0,0,0,Violet,2014
6343,5 wins & 6 nominations.,6,5,0,0,0,0,0,0,0,Soul,2013
6347,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Burka Avenger,2013–
6350,2 nominations.,2,0,0,0,0,0,0,0,0,Memphis,2013
6371,1 nomination.,1,0,0,0,0,0,0,0,0,37 Days,2014
6376,2 nominations.,2,0,0,0,0,0,0,0,0,On the Edge,2014
6377,1 win.,0,1,0,0,0,0,0,0,0,WNUF Halloween Special,2013
6383,1 nomination.,1,0,0,0,0,0,0,0,0,Abgefahren - Wissen auf Rädern,2013–
6390,1 nomination.,1,0,0,0,0,0,0,0,0,See No Evil 2,2014
6398,1 win.,0,1,0,0,0,0,0,0,0,These Hopeless Savages,2014
6409,2 nominations.,2,0,0,0,0,0,0,0,0,Christine. Perfekt war gestern!,2013–
6410,1 nomination.,1,0,0,0,0,0,0,0,0,Cap South,2013–
6419,6 nominations.,6,0,0,0,0,0,0,0,0,One Night in Oslo,2014
6425,8 wins.,0,8,0,0,0,0,0,0,0,Dirty Talk,2013
6447,15 wins & 30 nominations.,30,5,0,0,0,0,0,0,0,Coming Home,2014
6468,1 nomination.,1,0,0,0,0,0,0,0,0,Madden NFL 25,2013
6473,2 wins.,0,2,0,0,0,0,0,0,0,Sweet Corn,2013
6477,Won 1 Primetime Emmy. Another 1 win & 21 nominations.,21,1,0,0,0,0,0,0,1,Houdini,2014
6481,1 nomination.,1,0,0,0,0,0,0,0,0,Blue Zoo,2014
6483,2 nominations.,2,0,0,0,0,0,0,0,0,Gold,2014
6500,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Son of Batman,2014
6516,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,The Journey,2014
6522,1 win.,0,1,0,0,0,0,0,0,0,Montauk,2013
6524,2 nominations.,2,0,0,0,0,0,0,0,0,Backpackers,2013–
6534,1 win.,0,1,0,0,0,0,0,0,0,Junk Bonds: The Return of Junkbucket,2013
6577,Nominated for 1 Golden Globe. Another 8 wins & 16 nominations.,16,8,0,1,0,0,0,0,0,Pride,2014
6578,Won 1 Primetime Emmy. Another 2 wins.,0,2,0,0,0,0,0,0,1,One Last Hug: Three Days at Grief Camp,2014
6594,7 wins & 8 nominations.,8,7,0,0,0,0,0,0,0,Ek Villain,2014
6598,1 win.,0,1,0,0,0,0,0,0,0,BeanTown,2014–
6599,2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,Helpless,2013
6600,1 win.,0,1,0,0,0,0,0,0,0,Consequences,2014
6601,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Charlie,2014
6609,1 nomination.,1,0,0,0,0,0,0,0,0,Acting Dead,2014–
6621,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,A Chef's Life,2013–
6622,1 nomination.,1,0,0,0,0,0,0,0,0,Alex Tagliani: L'homme; l'athlète,2013
6634,1 nomination.,1,0,0,0,0,0,0,0,0,Bennington Gothique,2013–
6657,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Arman ja viimeinen ristiretki,2013–
6660,5 wins.,0,5,0,0,0,0,0,0,0,Queens & Cowboys: A Straight Year on the Gay Rodeo,2014
6663,3 nominations.,3,0,0,0,0,0,0,0,0,Alice,2013
6664,4 nominations.,4,0,0,0,0,0,0,0,0,Brave Men's Blood,2014
6675,3 wins & 4 nominations.,4,3,0,0,0,0,0,0,0,The Ambassador to Bern,2014
6682,1 nomination.,1,0,0,0,0,0,0,0,0,The Kingdom of Dreams and Madness,2013
6691,1 win.,0,1,0,0,0,0,0,0,0,The Gauntlet,2013–
6697,1 nomination.,1,0,0,0,0,0,0,0,0,Ambush,2013–
6705,1 nomination.,1,0,0,0,0,0,0,0,0,Toxic Hot Seat,2013
6714,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,B&b; de boca en boca,2014–
6722,3 nominations.,3,0,0,0,0,0,0,0,0,Secret Love,2013–
6724,1 nomination.,1,0,0,0,0,0,0,0,0,A to Z,2014–2015
6799,4 wins.,0,4,0,0,0,0,0,0,0,All in with Laila Ali,2013–
6803,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Bnei Aruba,2013
6806,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Big Girl,2013
6808,1 nomination.,1,0,0,0,0,0,0,0,0,Homecoming,2013
6816,2 nominations.,2,0,0,0,0,0,0,0,0,Trailer Park Boys: Don't Legalize It,2014
6828,1 win.,0,1,0,0,0,0,0,0,0,Big History,2013
6837,Nominated for 1 Primetime Emmy. Another 1 nomination.,0,0,0,0,0,0,0,0,0,Clarence,2013–
6867,3 wins & 4 nominations.,4,3,0,0,0,0,0,0,0,Bloody Knuckles,2014
6874,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,El Beso,2014
6890,6 wins & 3 nominations.,3,6,0,0,0,0,0,0,0,Grease XXX: A Parody,2013
6893,4 wins & 2 nominations.,2,4,0,0,0,0,0,0,0,The Internet's Own Boy: The Story of Aaron Swartz,2014
6900,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,All at Sea,2013–
6904,1 win & 6 nominations.,6,1,0,0,0,0,0,0,0,Caper,2014–
6912,5 wins & 3 nominations.,3,5,0,0,0,0,0,0,0,Yearbook,2014
6918,Nominated for 1 Oscar. Another 4 wins & 9 nominations.,9,4,0,0,0,1,0,0,0,Last Days in Vietnam,2014
6920,2 wins.,0,2,0,0,0,0,0,0,0,2013 World Series,2013
6921,Won 2 Primetime Emmys. Another 3 nominations.,0,0,0,0,0,0,0,0,0,@midnight,2013–
6929,2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,Ai Weiwei: The Fake Case,2013
6933,4 wins.,0,4,0,0,0,0,0,0,0,The African Americans: Many Rivers to Cross with Henry Louis Gates; Jr.,2013
6946,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Once in a Lifetime,2014
6963,9 wins & 1 nomination.,1,9,0,0,0,0,0,0,0,Animals,2014
6969,1 win.,0,1,0,0,0,0,0,0,0,Nightsatan and the Loops of Doom,2013
6970,5 nominations.,5,0,0,0,0,0,0,0,0,But I'm Chris Jericho!,2013–
6976,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Borderland,2014–
6985,3 wins & 1 nomination.,1,3,0,0,0,0,0,0,0,A Short History of the Highrise,2013
6986,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,The Real Housewives of Horror,2013–
7001,1 win.,0,1,0,0,0,0,0,0,0,Alaska Gold Diggers,2013–
7006,4 wins & 3 nominations.,3,4,0,0,0,0,0,0,0,Confusion Through Sand,2013
7008,2 wins & 4 nominations.,4,2,0,0,0,0,0,0,0,Emergency Calls,2013
7022,9 wins & 7 nominations.,7,9,0,0,0,0,0,0,0,Boys,2014
7031,2 wins.,0,2,0,0,0,0,0,0,0,Bedlam,2013–
7045,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,Whitey: United States of America v. James J. Bulger,2014
7061,2 nominations.,2,0,0,0,0,0,0,0,0,Brojects,2014–
7072,8 wins & 3 nominations.,3,8,0,0,0,0,0,0,0,About a Girl,2014
7076,1 nomination.,1,0,0,0,0,0,0,0,0,Ask a Slave,2013–
7083,6 wins & 25 nominations.,25,6,0,0,0,0,0,0,0,19-2,2014–
7091,1 win.,0,1,0,0,0,0,0,0,0,Benched,2014
7100,1 nomination.,1,0,0,0,0,0,0,0,0,Air Rescue,2013–
7101,1 nomination.,1,0,0,0,0,0,0,0,0,3 A.M. 3D: Part 2,2014
7119,2 wins.,0,2,0,0,0,0,0,0,0,Bloody Slumber Party,2014
7129,2 wins & 16 nominations.,16,2,0,0,0,0,0,0,0,A Day Late and a Dollar Short,2014
7133,1 nomination.,1,0,0,0,0,0,0,0,0,Fantasmas de la ruta,2013
7142,2 nominations.,2,0,0,0,0,0,0,0,0,Parasyte: The Maxim,2014–
7162,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Barbarous Mexico,2014
7171,1 win & 5 nominations.,5,1,0,0,0,0,0,0,0,Fallen Angel,2013
7176,1 nomination.,1,0,0,0,0,0,0,0,0,Soul Mates,2014–
7184,15 wins & 20 nominations.,20,5,0,0,0,0,0,0,0,The Mafia Kills Only in Summer,2013
7190,1 nomination.,1,0,0,0,0,0,0,0,0,Embarrassing Bodies Down Under,2013–
7215,1 win.,0,1,0,0,0,0,0,0,0,Artist,2013
7217,1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,Finn,2013
7230,2 wins & 5 nominations.,5,2,0,0,0,0,0,0,0,Justin Timberlake Ft. Jay-Z: Suit & Tie,2013
7239,1 win.,0,1,0,0,0,0,0,0,0,Android Cop,2014
7245,4 wins & 10 nominations.,10,4,0,0,0,0,0,0,0,Spring,2014
7252,2 wins & 6 nominations.,6,2,0,0,0,0,0,0,0,BoJack Horseman,2014–
7255,1 nomination.,1,0,0,0,0,0,0,0,0,Restoration of Paradise: The Bolsa Chica Wetlands - Behind the Scenes,2014
7263,4 wins & 4 nominations.,4,4,0,0,0,0,0,0,0,Taking My Parents to Burning Man,2014
7270,1 win & 3 nominations.,3,1,0,0,0,0,0,0,0,Oblivion Season,2014
7310,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Dolphins,2014
7339,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,Michael Bublé's 3rd Annual Christmas Special,2013
7361,1 win & 6 nominations.,6,1,0,0,0,0,0,0,0,Number One Fan,2014
7371,1 win & 2 nominations.,2,1,0,0,0,0,0,0,0,Humor,2014
7374,2 nominations.,2,0,0,0,0,0,0,0,0,Sigur Rós: Valtari,2013
7389,Won 2 Primetime Emmys. Another 7 wins & 23 nominations.,23,7,0,0,0,0,0,0,2,The Tonight Show Starring Jimmy Fallon,2014–
7403,3 wins.,0,3,0,0,0,0,0,0,0,Rabbit,2013
7405,2 wins.,0,2,0,0,0,0,0,0,0,Alec Mapa: Baby Daddy,2014
7415,7 wins & 9 nominations.,9,7,0,0,0,0,0,0,0,Something Must Break,2014
7426,1 nomination.,1,0,0,0,0,0,0,0,0,A Teia,2014–
7429,2 wins.,0,2,0,0,0,0,0,0,0,Having Fun Up There,2014
7431,2 nominations.,2,0,0,0,0,0,0,0,0,Freedom Summer,2014
7433,2 wins & 3 nominations.,3,2,0,0,0,0,0,0,0,Happiness,2013
7451,6 wins.,0,6,0,0,0,0,0,0,0,Patterns of Evidence: The Exodus,2014
7455,3 nominations.,3,0,0,0,0,0,0,0,0,Bosteri unterm Rad,2013
7467,9 wins & 5 nominations.,5,9,0,0,0,0,0,0,0,Amores Roubados,2014
7473,1 nomination.,1,0,0,0,0,0,0,0,0,Untucked,2014
7475,6 wins & 7 nominations.,7,6,0,0,0,0,0,0,0,Jack,2014
7476,1 nomination.,1,0,0,0,0,0,0,0,0,Chopped Canada,2014–
7491,2 nominations.,2,0,0,0,0,0,0,0,0,The Gift,2014
7492,2 wins & 1 nomination.,1,2,0,0,0,0,0,0,0,Happily Ever After,2014
7499,1 nomination.,1,0,0,0,0,0,0,0,0,Anne & Alet,2013
7502,1 nomination.,1,0,0,0,0,0,0,0,0,Auf den Hund gekommen,2014
7504,1 nomination.,1,0,0,0,0,0,0,0,0,When Under Fire: Shoot Back!,2014
7513,5 nominations.,5,0,0,0,0,0,0,0,0,Breadwinners,2014–
